sku,name,brand,slug,description_short,description_long,category,subcategory,price,price_original,currency,weight_g,flavors,images,in_stock,is_featured,is_new,badge_text,badge_color,rating,review_count,tags
SKU-5709,Organics,,organics,"Organics is a superfood made of greens, fibers and reds complex offering all the benefits of whole plant foods, and then some, to help fuel your active lifestyle. Organics is designed to support the body’s antioxidant system, digestive function, and immune health and help with giving the body natural vitamins source.","<h6>How to Use:</h6>
\nTake 15g with breakfast.
\n<h6>Description:</h6>
\nOrganics is a superfood made of greens, fibers, and reds complex, offering all the benefits of whole plant foods—plus more—to help fuel your active lifestyle. Organics is designed to support the body’s antioxidant system, digestive function, and immune health, while providing a natural source of vitamins.
\n<h6>Product Benefits:</h6>
\n<ul>
\n 	<li>Anti-Aging Nutrients</li>
\n 	<li>Boosts Immune System</li>
\n 	<li>Detoxifying Antioxidants</li>
\n 	<li>Supports Digestive Function</li>
\n</ul>
\n<h6>Ingredients:</h6>
\nPolydextrose, Inulin, Wheat Grass Powder (Triticum aestivum L., leaf), Barley Grass Powder (Hordeum vulgare L., herb), Powdered Carrot, Powdered Pumpkin, Powdered Beetroot, Powdered Grapefruit Juice, Powdered Mandarin Juice, Powdered Organic Chlorella, Powdered Celery, Powdered Orange, Powdered Apple, Powdered Pomegranate Juice, Flavouring, Powdered Organic Spirulina, Powdered Spinach, Powdered Eggplant, Powdered Green Bean, Powdered Zucchini, Rose Hip Dry Extract (Rosa canina L., fruit), Orange Dry Extract (Citrus sinensis (L.) Osbeck, fruit) valued at citrus bioflavonoids, Maca Dry Extract (Lepidium meyenii, root), Ginseng Dry Extract (Panax ginseng C.A.Mey., leafs), Powdered Organic Açai, Powdered Kale, and Powdered Broccoli.
\n<h6>Supplement Facts:</h6>
\n<table style=""width: 100%;border-collapse: collapse;background-color: #f0f0f0;color: #333;border: 1px solid #ccc"">
\n<tbody>
\n<tr>
\n<td style=""text-align: center;font-weight: bold;padding: 8px"" colspan=""3"">Serving Per Container: 14 Servings</td>
\n</tr>
\n<tr>
\n<td style=""text-align: center;font-weight: bold;padding: 8px"" colspan=""3"">Serving Size: 15g</td>
\n</tr>
\n<tr style=""background-color: #d9d9d9;font-weight: bold"">
\n<th style=""padding: 8px;border: 1px solid #ccc"">Ingredients</th>
\n<th style=""padding: 8px;border: 1px solid #ccc"">Amount per Dose</th>
\n<th style=""padding: 8px;border: 1px solid #ccc"">NRV</th>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Inulin</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">2g</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Wheat Grass</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">1.5g</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Barley Grass</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">1.5g</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Carrot</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">600mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Pumpkin</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">600mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Beetroot</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">600mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Organic Chlorella</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">500mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Celery</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">500mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Apple</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">450mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Orange</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">400mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Organic Spirulina</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">250mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Spinach</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">250mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Eggplant</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">250mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Green Bean</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">250mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Zucchini</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">250mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Grapefruit Juice</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">250mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Mandarin Juice</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">250mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Rose Hip Dry Extract</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">250mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Orange Dry Extract</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">250mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Pomegranate Juice</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">150mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Maca Dry Extract</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">150mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Ginseng Dry Extract</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">150mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Organic Açai</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">50mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Kale</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">15mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Powdered Broccoli</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">15mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n</tbody>
\n</table>",Vitamins & Minerals,,0.00,,CHF,0,"{""Orange""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous33.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5710,Calibration,,calibration,"Calibrate your organs,make them feel as new for maximum performance .
\n
\nOur formula contains the best quality ingredients to help you protect your organs aganist side effects of anablics, medication, pollution, alcohol and daily life stress.
\n
\nThroughout the years our body is exposed to toxicity, that causes inflammation of the cells and as consequence our organs might fail do do its job and can lead to high risk of organ failure.
\n
\nCallibration was designed to be your daily supplement to protect you and keep your organs performing great .
\n<h6>Who should Use Calibration?</h6>
\nAny Bodybuilder who put the body on High stress levels during prep for competition or during off-season. It should be used while taking steroids. Any one who uses alot of medication such as pain killers, any one who drinks excess amounts of alcohol.","<h6>Ingredients:</h6>
\nAstragalus dry extract (<em>Astragalus membranaceus</em>, root), Milk thistle dry extract (<em>Silybum marianum</em> (L.) Gaertn., seed) 80% silymarin and 30% silybin, Bulking agent: microcrystalline cellulose (E-460i), Cordyceps dry extract (<em>Cordyceps sinensis</em>, mycelia), N-acetyl cysteine, L-glutathione reduced, Pine dry extract (<em>Pinus pinaster</em>, bark) 95% proanthocyanidins, Polygonum dry extract (<em>Polygonum cuspidatum</em>, root) 98% resveratrol, Anti-caking agent: magnesium salts of fatty acids (E-470b), Capsule (glazing agent: hydroxypropyl methylcellulose (E-464)).
\n<h6>How to Use:</h6>
\nAs a dietary supplement, take 3 capsules per day with a meal.
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/calibration-black-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6359"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/calibration-black-gadwel-300x160.png"" alt="""" width=""300"" height=""160"" /></a>",ÉNERGIE - RÉCUPÉRATION,,33,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous-56.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5711,Dr Strong,,dr-strong,,"<h6>How to Use:</h6>
\nTake 4 capsules before workout.
\n<h6>Description:</h6>
\n<strong>Beta Ecdysterone</strong> is a unique and powerful natural compound that builds lean muscle, burns fat, and increases energy. It carries muscle-building properties similar to anabolic steroids, but with <strong>NO harmful androgenic side effects</strong>.
\n
\nBeta Ecdysterone has been shown to increase lean muscle mass, stimulate muscle protein synthesis, reduce fat, boost metabolism, and enhance energy and endurance — all without negative hormonal impact.
\n
\n✔ NO androgenic side effects
\n✔ NO testosterone suppression
\n✔ NO conversion to estrogen
\n✔ NO liver toxicity
\n✔ NO post-cycle therapy required
\n<h6>Creatine – Kre-Alkalyn®:</h6>
\nKre-Alkalyn is a patented, pH-adjusted creatine designed to match the acidity of your digestive system. This keeps the creatine stable, allowing your body to absorb it efficiently with no loading phase required.
\nKre-Alkalyn is the only creatine that does <strong>not convert to creatinine</strong> in liquids, making it the safest and most stable form available.
\n<h6>C-HMB:</h6>
\nC-HMB helps decrease muscle breakdown while increasing lean muscle mass, improving strength, power, endurance, and supporting faster recovery after training, injury, or illness.
\n<h6>AstraGin®:</h6>
\nAstraGin® is a patented, 100% natural compound that enhances the absorption of key nutrients while supporting gut health.
\nIt increases the uptake of amino acids, vitamins, minerals, and omega-3s — making every ingredient in your formula work more effectively.",Proteins,,30,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous50.png""}",false,false,false,,#c8102e,0.0,0,{}
SKU-5712,H.B.V.C,,h-b-v-c,"H.B.V.C is a carefully formulated dietary supplement designed to support overall health and well-being. Its advanced blend combines natural extracts, essential vitamins, and beneficial nutrients. Key ingredients include:
\n
\n&nbsp;
\n
\n-Bergamot Dry Extract (Citrus bergamia) for cardiovascular health.
\n
\n-Magnesium Bisglycinate to promote muscle function and reduce fatigue.
\n
\n-Resveratrol (98%, from Polygonum cuspidatum) as a potent antioxidant.
\n
\n-Fermented Soy Extract and Red Yeast Rice (rich in monacolin K) to support cholesterol management.
\n
\n-Rice Bran Extract (90% Policosanols) for lipid metabolism.
\n
\n-BioPerine® Black Pepper Extract (95% piperine) to enhance nutrient absorption.
\n
\n-Vitamin K2 (MK-7) and Vitamin D3 (Cholecalciferol) for bone and heart health.
\n
\nEncased in plant-based capsules, H.B.V.C ensures effective delivery with natural and safe excipients like microcrystalline cellulose and magnesium salts of fatty acids. This supplement is tailored for individuals seeking a holistic approach to health.","<h6>Ingredients:</h6>
\nBergamot dry extract (<em>Citrus bergamia</em>, fruit), bulking agent: microcrystalline cellulose (E-460i), magnesium bisglycinate, Resveratrol 98% (<em>Polygonum cuspidatum</em>, root), fermented soy extract, red yeast fermented rice (<em>Monascus purpureus</em>) valued in monacolin K, anti-caking agent: magnesium salts of fatty acids (E-470b), rice bran dry extract (<em>Oryza sativa L.</em>) 90% policosanols, BioPerine® black pepper dry extract (<em>Piper nigrum L.</em>, fruit) 95% piperine, menaquinone (vitamin K2 MK-7), cholecalciferol (vitamin D), capsule (glazing agent: hydroxypropyl methylcellulose (E-464)).
\n<h6>How to Use:</h6>
\nTake 3 capsules with breakfast.
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/hbvc-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6360"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/hbvc-gadwel-300x196.png"" alt="""" width=""300"" height=""196"" /></a>",Vitamins & Minerals,,33,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous12.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5713,Omega 3,,omega-3,Marvelous Nutrition omega3 is Highly purified form of fish oil the best quality available on market with a great ratio between EPA and DHA.,"<h6>How to Use:</h6>
\nAs a dietary supplement, take 2 capsules with breakfast.
\n<h6>Description:</h6>
\nMarvelous Nutrition Omega-3 is a highly purified form of fish oil, offering the best quality available on the market with an excellent ratio between EPA and DHA.
\n
\nFish oil refers to two essential omega-3 fatty acids: EPA (eicosapentaenoic acid) and DHA (docosahexaenoic acid). It provides powerful anti-inflammatory benefits and helps lower triglyceride levels. Associated with improved cardiovascular health, lower lipid counts, and reduced plaque buildup, it may also decrease the risk of diabetes and certain types of cancer.
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/omega-3-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6361"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/omega-3-gadwel-300x119.png"" alt="""" width=""300"" height=""119"" /></a>
\n
\n&nbsp;",OMEGA 3,,20,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/73.png""}",false,false,false,,#c8102e,0.0,0,{}
SKU-5714,Stage,,stage,"Stage is an extremely powerful herbal diuretic, scientifically formulated to eliminate excess water retention. This unique formula works to reduce bloating and supports fat loss, making it the perfect diuretic.
\n<h6>Product Benefits:</h6>
\n<strong>-  Maximum Strength Herbal Diuretic for Men &amp; Women!</strong>
\n
\n<strong>-  Rapid Water Loss &amp; Increase Muscle Definition!</strong>
\n
\n<strong>-  Reduces Bloating &amp; Supports Fat Loss!</strong>","<h6>Ingredients:</h6>
\nBulking agent: microcrystalline cellulose (E-460i), Dandelion dry extract (Taraxacum officinale L., root), calcium carbonate, Common bearberry dry extract (Arctostaphylos uva-ursi (L.) Spreng., leaves), Horsetail dry extract (Equisetum arvense L., aerial parts), potassium citrate, magnesium oxide, Juniper dry extract (Juniperus communis L., fruit), anti-caking agent: magnesium salts of fatty acids (E-470b), Cayenne dry extract (Capsicum annum L., fruit), Capsule (glazing agent: hydroxypropyl methylcellulose (E-464)).
\n<h6>How to Use:</h6>
\nTake 3 capsules with breakfast.
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/stage-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6362"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/stage-gadwel-300x135.png"" alt="""" width=""300"" height=""135"" /></a>",Weight Loss,,25,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous-64.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5715,Creatine,,creatine,"Micronized Creatine Monohydrate unflavored the best quality in the market today, Help in Protein synthesis, increase anabolic strength, add size.","<h6>Ingredients:</h6>
\nCreatine Monohydrate
\n<h6>How to Use:</h6>
\nMix 5g with 400–500 ml of water. Take one serving immediately post workout.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n300g<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/creatine-black-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6363"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/creatine-black-gadwel-300x25.png"" alt="""" width=""300"" height=""25"" /></a>",CREATINE,,22,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/crearine-old-school.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5733,Beta alanine,,beta-alanine,"Beta Alanine is a non-essential amino acid that has been shown in research to increase muscular carnosine concentrations. By promoting high intra-muscular Carnosine concentrations, works to reduce intra-muscular acidification created by intense exercise and heavy training.","<h6>How to Use:</h6>
\nTake 3g 30 minutes before your workout.
\n<h6>Description:</h6>
\n100% highest quality Beta-Alanine with no additives.
\n
\nBeta-Alanine is a non-essential amino acid that has been shown in research to increase muscular carnosine concentrations. By promoting high intra-muscular carnosine concentrations, it works to reduce intra-muscular acidification created by intense exercise and heavy training.
\n
\n<strong>BETA-ALANINE</strong> delays muscular fatigue, allowing you to increase your performance.
\n
\nBeta-Alanine consumption may contribute to the following:
\n<ul>
\n 	<li>Increase Strength &amp; Power</li>
\n 	<li>Boost Muscular Endurance</li>
\n 	<li>Train with Greater Intensity</li>
\n</ul>
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/beta-alnine-black-gadwel-1-scaled.png""><img class=""alignnone size-medium wp-image-6351"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/beta-alnine-black-gadwel-1-300x25.png"" alt="""" width=""300"" height=""25"" /></a>",Proteins,,24,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Untitled-design-14-1.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5740,Citrulline malate,,citrulline-malate,"Result from vegan fermented, L citrulline, will help the production of nitric oxide facilitating more oxygen into muscles and more Vasodilation.","<h6>How to Use:</h6>
\nTake 3g 30 minutes before your workout.
\n<h6>Description:</h6>
\n100% highest quality L-Citrulline Malate with no additives.
\nResulting from vegan fermented L-Citrulline, it helps the production of nitric oxide, facilitating more oxygen into muscles and enhancing vasodilation.
\n
\nCitrulline Malate consumption may contribute to the following:
\n<ul>
\n 	<li>May help reduce muscle fatigue while increasing endurance</li>
\n 	<li>May help reduce muscle soreness and improve recovery</li>
\n 	<li>May increase nitric oxide production</li>
\n</ul>
\n<h6>Ingredients:</h6>
\nCitrulline Malate
\n<h6>Supplement Facts:</h6>
\n<table style=""width: 100%;border-collapse: collapse;background-color: #f0f0f0;color: #333;border: 1px solid #ccc"">
\n<tbody>
\n<tr>
\n<td style=""text-align: center;font-weight: bold;padding: 8px"" colspan=""3"">Serving Per Container: 100 Servings</td>
\n</tr>
\n<tr>
\n<td style=""text-align: center;font-weight: bold;padding: 8px"" colspan=""3"">Serving Size: 3g</td>
\n</tr>
\n<tr style=""background-color: #d9d9d9;font-weight: bold"">
\n<th style=""padding: 8px;border: 1px solid #ccc"">Ingredients</th>
\n<th style=""padding: 8px;border: 1px solid #ccc"">Amount per Dose</th>
\n<th style=""padding: 8px;border: 1px solid #ccc"">NRV</th>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">Citrulline Malate (2:1)</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">3000mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n</tbody>
\n</table>",Proteins,,26,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous31.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5741,Vitamin,,vitamin,"Vitamin provides a powerful combination of the highest quality vitamins, minerals to maximize the athlete’s potential through superior nutrition. Its formula contains higher levels of antioxidants to help counteract the oxidative stress caused by intense physical activity.","<h6>How to Use:</h6>
\nTake 1 capsule per day.
\n<h6>Description:</h6>
\nThis vitamin complex provides a powerful combination of high-quality vitamins and minerals to maximize an athlete’s performance through superior nutrition.
\nIts formula contains elevated levels of antioxidants to help counteract oxidative stress caused by intense physical activity.
\n<h6>Product Benefits:</h6>
\n<ul>
\n 	<li>Supports overall health, immune system function, and natural hormone production.</li>
\n 	<li>Reinforces joint health, bone health, and gut/GI health.</li>
\n 	<li>Increases natural energy levels.</li>
\n 	<li>Improves mental focus and overall mood.</li>
\n 	<li>Reduces physical and mental fatigue.</li>
\n</ul>
\n<h6>Ingredients:</h6>
\nVitamins and Minerals Blend (L-Ascorbic Acid, Calcium Carbonate, Magnesium Oxide, Nicotinamide, Calcium D-Pantothenate, Ferrous Sulfate, DL-α-Tocopheryl Acetate, Choline Hydrogen Tartrate, Zinc Oxide, Inositol, Beta-Carotene, Pyridoxine Hydrochloride, Thiamine Mononitrate, Riboflavin, Manganese Sulfate, Cupric Sulfate, Pteroilmonoglutamic Acid, Potassium Iodide, D-Biotin, Cyanocobalamin, Maltodextrin),
\nBulking Agent (Microcrystalline Cellulose),
\nCapsule Shell (Hypromellose),
\nDigeZyme® Enzyme Complex (Alpha-Amylase, Neutral Protease, Cellulase, Lactase, Lipase).
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/vitamn-88-gawel-scaled.png""><img class=""alignnone size-medium wp-image-6385"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/vitamn-88-gawel-180x300.png"" alt="""" width=""180"" height=""300"" /></a>",Vitamins & Minerals,,23,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous-53.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5742,Muscles,,muscles,"Muscles is a 100% Pure Whey Protein Concentrate (WPC80) provides a convenient, delicious whey to add additional muscle-building protein that will help you achieve your daily fitness goals.
\n
\nMuscles Whey is a high biological whey protein concentrate that has a full amino acid without adding any amino acids or sugar.
\n<h6>Muscles will contribute to:</h6>
\n1. Boosts protein synthesis;
\n
\n2. Supports lean muscle growth;
\n
\n3. Accelerates metabolism, and enhances recovery.
\n
\nMuscles contains no proprietary blends, no fillers, and no Amino spiking.","<h6></h6>
\n<h6>Ingredients:</h6>
\nWhey Protein Concentrate [from Milk (emulsifier: sunflower lecithin)], Flavourings, Salt, Low-Fat Cocoa Powder, Thickener (Xanthan Gum), Sweeteners (Acesulfame K, Sucralose), Digezyme® Enzyme Complex (Alpha-Amylase, Neutral Protease, Cellulase, Lactase, Lipase).
\n<h6>How to Use:</h6>
\nMix 1 scoop (30g) with 300–400 ml of cold water and shake vigorously. Take one serving immediately post workout or anytime you desire.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n2kg
\n<h6><a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/muscles-1-gadwel_Page_1-scaled.png""><img class=""alignnone size-medium wp-image-6345"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/muscles-1-gadwel_Page_1-300x154.png"" alt="""" width=""300"" height=""154"" /></a><a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/muscles-2-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6346"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/muscles-2-gadwel-235x300.png"" alt="""" width=""235"" height=""300"" /></a></h6>",Proteins,,0.00,,CHF,0,"{""Banana"",""Belgium Chocolate"",""Bubble gum"",""Capuccino"",""Chocolate"",""Chocolate Brownies"",""Chocolate Fudge"",""Chocolate Milkshake"",""Chocolate Peanut Butter"",""Chocolate Peanut Butter Cups"",""Cinaboom"",""Cookie Toffee"",""Cookies"",""Cookies & Cream"",""Cookies and Cream"",""Creme Brulee"",""Dubai white chocolate"",""Fruit Punch"",""Lemon"",""Mango"",""mango peach"",""Orange"",""Peach mango"",""Pineapple"",""pink strawberry"",""Salted caramel"",""Speculoos Loutsu"",""Speculoos loutsy"",""Starwberry Milkshake"",""Strawberry"",""Strawberry lemonade"",""Sweet Lemonade"",""Tropical"",""tropical fruit"",""Vanilla"",""Vanilla Mexicana"",""Watermelon"",""White chocolate cookies"",""White Chocolate peanut Butter Cups"",""White Chocolate Raspberry""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous40.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5744,Hype,,hype,"HYPE® delivers 4.5 grams of BCAA per serving in a scientifically proven 2:1:1 ratio and 3grams of HYPE amino acids complex features Micronized L-Glutamine , L- Glycine, L-Ornithine, L-Taurine and the amazing L-Carnintine-L-Tartarate that effectively aids in muscle repair ,Burning Excess Fats and muscle protein synthesis while enhancing endurance performance and decreasing fatigue
\n
\n- No Artificial Flavors/Colors
\n
\n- No Artificial Preservatives
\n
\n- Gluten Free
\n
\n- Soy Free
\n
\n- Vegan
\n
\n- Zero Sugar
\n
\n- Fermented Plant-Based Amino Acids
\n
\n- Micronized Glutamine","<h6>Ingredients:</h6>
\nInstant Branched Chain Amino Acids 2:1:1 (Instant L-Leucine, L-Isoleucine, L-Valine), L-Glutamine, Acidity Regulators (Citric Acid Anhydrous, Malic Acid), L-Taurine, L-Ornithine HCL, L-Carnitine-L-Tartrate, Maltodextrin, Natural Flavour, Beta Alanine, L-Glycine, Sweeteners (Acesulfame-K, Sucralose), Tri-Calcium Phosphate, Caffeine Anhydrous, Colour (Beta Carotene), and Green Tea Extract (Camellia Sinensis, leaf, ¾:1 extract).
\n<h6>How to Use:</h6>
\nMix 1 scoop (9g) with 250 ml of water, 15–30 minutes before workout.
\n<h6>Storage:</h6>
\nStore in a cool, dry place after opening.
\n<h6>Net Weight:</h6>
\n270g
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/hype-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6348"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/hype-gadwel-300x203.png"" alt="""" width=""300"" height=""203"" /></a>",Proteins,,0.00,,CHF,0,"{""Peach mango"",""Pineapple"",""Strawberry lemonade""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/hype.png""}",false,false,false,,#c8102e,0.0,0,{}
